process,TP,FP,TN,FN,precision,recall,accuracy,f_measure,mcc,precision-recall area
R-HSA-5617454,88.0,131.0,21080.0,3.0,0.4018264840182648,0.967032967032967,0.9937095108440522,0.5677419354838709,0.6212576240603651,0.3197228200797558
R-HSA-5617462,67.0,102.0,21130.0,3.0,0.39644970414201186,0.9571428571428572,0.9950708853628767,0.5606694560669455,0.6143445600723826,0.2895933232600021
R-HSA-5617471,83.0,125.0,21091.0,3.0,0.39903846153846156,0.9651162790697675,0.9939911745376021,0.5646258503401361,0.6185717800223445,0.3216130849315339
R-HSA-5617483,80.0,125.0,21094.0,3.0,0.3902439024390244,0.963855421686747,0.9939911745376021,0.5555555555555557,0.611312990400563,0.29517574644465167
R-HSA-5617484,77.0,118.0,21104.0,3.0,0.39487179487179486,0.9625,0.994319782180077,0.5599999999999999,0.6145994606565176,0.29550090222838715
R-HSA-5617486,81.0,127.0,21091.0,3.0,0.3894230769230769,0.9642857142857143,0.9938972866397522,0.5547945205479452,0.6107765011131192,0.3003133355123285
R-HSA-5617492,77.0,118.0,21104.0,3.0,0.39487179487179486,0.9625,0.994319782180077,0.5599999999999999,0.6145994606565176,0.29550090222838715
R-HSA-5617641,81.0,123.0,21095.0,3.0,0.39705882352941174,0.9642857142857143,0.994085062435452,0.5624999999999999,0.6167982849204481,0.3063000863707023
R-HSA-5617642,67.0,102.0,21130.0,3.0,0.39644970414201186,0.9571428571428572,0.9950708853628767,0.5606694560669455,0.6143445600723826,0.2895933232600021
R-HSA-5617650,72.0,104.0,21123.0,3.0,0.4090909090909091,0.96,0.9949769974650268,0.5737051792828686,0.6249698673982681,0.30171722159825526
R-HSA-5617661,79.0,126.0,21094.0,3.0,0.3853658536585366,0.9634146341463414,0.9939442305886771,0.5505226480836237,0.6073242347787263,0.2972301142457668
R-HSA-5617672,79.0,126.0,21094.0,3.0,0.3853658536585366,0.9634146341463414,0.9939442305886771,0.5505226480836237,0.6073242347787263,0.2972301142457668
R-HSA-5617676,81.0,123.0,21095.0,3.0,0.39705882352941174,0.9642857142857143,0.994085062435452,0.5624999999999999,0.6167982849204481,0.3063000863707023
